id,gene,gene_link,full_name,diseases,diseases_link,no_of_snps
592,DYNC1H1,https://www.snpedia.com/index.php/DYNC1H1,null,DYNC1H1,http://diseases.jensenlab.org/Search?query=DYNC1H1,46
593,DYRK1B,https://www.snpedia.com/index.php/DYRK1B,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B,DYRK1B,http://diseases.jensenlab.org/Search?query=DYRK1B,2
594,DYSF,https://www.snpedia.com/index.php/DYSF,null,DYSF,http://diseases.jensenlab.org/Search?query=DYSF,169
595,EDA,https://www.snpedia.com/index.php/EDA,null,EDA,http://diseases.jensenlab.org/Search?query=EDA,74
596,EDA2R,https://www.snpedia.com/index.php/EDA2R,ectodysplasin A2 receptor,EDA2R,http://diseases.jensenlab.org/Search?query=EDA2R,1
597,EDAR,https://www.snpedia.com/index.php/EDAR,ectodysplasin A receptor,EDAR,http://diseases.jensenlab.org/Search?query=EDAR,25
598,EDN1,https://www.snpedia.com/index.php/EDN1,endothelin 1,EDN1,http://diseases.jensenlab.org/Search?query=EDN1,15
599,EDN3,https://www.snpedia.com/index.php/EDN3,endothelin 3,EDN3,http://diseases.jensenlab.org/Search?query=EDN3,9
600,EDNRB,https://www.snpedia.com/index.php/EDNRB,endothelin receptor type B,EDNRB,http://diseases.jensenlab.org/Search?query=EDNRB,13
601,EEF1A2,https://www.snpedia.com/index.php/EEF1A2,null,EEF1A2,http://diseases.jensenlab.org/Search?query=EEF1A2,10
602,EEFSEC,https://www.snpedia.com/index.php/EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA-specific",EEFSEC,http://diseases.jensenlab.org/Search?query=EEFSEC,2
603,EFHC1,https://www.snpedia.com/index.php/EFHC1,EF-hand domain (C-terminal) containing 1,EFHC1,http://diseases.jensenlab.org/Search?query=EFHC1,14
604,EFNB1,https://www.snpedia.com/index.php/EFNB1,ephrin-B1,EFNB1,http://diseases.jensenlab.org/Search?query=EFNB1,17
605,EFTUD2,https://www.snpedia.com/index.php/EFTUD2,elongation factor Tu GTP binding domain containing 2,EFTUD2,http://diseases.jensenlab.org/Search?query=EFTUD2,30
606,EGF,https://www.snpedia.com/index.php/EGF,epidermal growth factor,EGF,http://diseases.jensenlab.org/Search?query=EGF,13
607,EGFR,https://www.snpedia.com/index.php/EGFR,epidermal growth factor receptor,EGFR,http://diseases.jensenlab.org/Search?query=EGFR,139
608,EGLN1,https://www.snpedia.com/index.php/EGLN1,egl-9 family hypoxia-inducible factor 1,EGLN1,http://diseases.jensenlab.org/Search?query=EGLN1,8
609,EGR1,https://www.snpedia.com/index.php/EGR1,null,EGR1,http://diseases.jensenlab.org/Search?query=EGR1,3
610,EIF1AY,https://www.snpedia.com/index.php/EIF1AY,null,EIF1AY,http://diseases.jensenlab.org/Search?query=EIF1AY,29
611,EIF2AK4,https://www.snpedia.com/index.php/EIF2AK4,null,EIF2AK4,http://diseases.jensenlab.org/Search?query=EIF2AK4,28
612,EIF2B5,https://www.snpedia.com/index.php/EIF2B5,"eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa",EIF2B5,http://diseases.jensenlab.org/Search?query=EIF2B5,52
613,EIF3E,https://www.snpedia.com/index.php/EIF3E,"eukaryotic translation initiation factor 3, subunit E",EIF3E,http://diseases.jensenlab.org/Search?query=EIF3E,1
614,EIF3G,https://www.snpedia.com/index.php/EIF3G,"eukaryotic translation initiation factor 3, subunit G",EIF3G,http://diseases.jensenlab.org/Search?query=EIF3G,2
615,EIF4G1,https://www.snpedia.com/index.php/EIF4G1,"eukaryotic translation initiation factor 4 gamma, 1",EIF4G1,http://diseases.jensenlab.org/Search?query=EIF4G1,8
616,ELAC1,https://www.snpedia.com/index.php/ELAC1,elaC ribonuclease Z 1,ELAC1,http://diseases.jensenlab.org/Search?query=ELAC1,0
617,ELAC2,https://www.snpedia.com/index.php/ELAC2,elaC ribonuclease Z 2,ELAC2,http://diseases.jensenlab.org/Search?query=ELAC2,12
618,ELANE,https://www.snpedia.com/index.php/ELANE,null,ELANE,http://diseases.jensenlab.org/Search?query=ELANE,36
619,ELK3,https://www.snpedia.com/index.php/ELK3,"ELK3, ETS-domain protein (SRF accessory protein 2)",ELK3,http://diseases.jensenlab.org/Search?query=ELK3,1
620,ELMOD3,https://www.snpedia.com/index.php/ELMOD3,ELMO/CED-12 domain containing 3,ELMOD3,http://diseases.jensenlab.org/Search?query=ELMOD3,1
621,ELN,https://www.snpedia.com/index.php/ELN,elastin,ELN,http://diseases.jensenlab.org/Search?query=ELN,64
622,ELOVL4,https://www.snpedia.com/index.php/ELOVL4,ELOVL fatty acid elongase 4,ELOVL4,http://diseases.jensenlab.org/Search?query=ELOVL4,6
623,ELP4,https://www.snpedia.com/index.php/ELP4,elongation protein 4 homolog (S. cerevisiae),ELP4,http://diseases.jensenlab.org/Search?query=ELP4,4
624,EN1,https://www.snpedia.com/index.php/EN1,engrailed homeobox 1,EN1,http://diseases.jensenlab.org/Search?query=EN1,0
625,ENG,https://www.snpedia.com/index.php/ENG,endoglin,ENG,http://diseases.jensenlab.org/Search?query=ENG,65
626,ENOSF1,https://www.snpedia.com/index.php/ENOSF1,enolase superfamily member 1,ENOSF1,http://diseases.jensenlab.org/Search?query=ENOSF1,16
627,ENPP1,https://www.snpedia.com/index.php/ENPP1,null,ENPP1,http://diseases.jensenlab.org/Search?query=ENPP1,26
628,EPAS1,https://www.snpedia.com/index.php/EPAS1,endothelial PAS domain protein 1,EPAS1,http://diseases.jensenlab.org/Search?query=EPAS1,13
629,EPCAM,https://www.snpedia.com/index.php/EPCAM,epithelial cell adhesion molecule,EPCAM,http://diseases.jensenlab.org/Search?query=EPCAM,15
630,EPDR1,https://www.snpedia.com/index.php/EPDR1,ependymin related 1,EPDR1,http://diseases.jensenlab.org/Search?query=EPDR1,3
631,EPHA2,https://www.snpedia.com/index.php/EPHA2,EPH receptor A2,EPHA2,http://diseases.jensenlab.org/Search?query=EPHA2,16
632,EPHA6,https://www.snpedia.com/index.php/EPHA6,EPH receptor A6,EPHA6,http://diseases.jensenlab.org/Search?query=EPHA6,4
633,EPHB1,https://www.snpedia.com/index.php/EPHB1,EPH receptor B1,EPHB1,http://diseases.jensenlab.org/Search?query=EPHB1,7
634,EPOR,https://www.snpedia.com/index.php/EPOR,null,EPOR,http://diseases.jensenlab.org/Search?query=EPOR,4
635,ERAP1,https://www.snpedia.com/index.php/ERAP1,null,ERAP1,http://diseases.jensenlab.org/Search?query=ERAP1,26
636,ERBB4,https://www.snpedia.com/index.php/ERBB4,erb-b2 receptor tyrosine kinase 4,ERBB4,http://diseases.jensenlab.org/Search?query=ERBB4,28
637,ERCC2,https://www.snpedia.com/index.php/ERCC2,"excision repair cross-complementing rodent repair deficiency, complementation group 2",ERCC2,http://diseases.jensenlab.org/Search?query=ERCC2,34
638,ERCC6,https://www.snpedia.com/index.php/ERCC6,excision repair cross-complementation group 6,ERCC6,http://diseases.jensenlab.org/Search?query=ERCC6,43
639,ERCC8,https://www.snpedia.com/index.php/ERCC8,excision repair cross-complementation group 8,ERCC8,http://diseases.jensenlab.org/Search?query=ERCC8,12
640,ERP44,https://www.snpedia.com/index.php/ERP44,endoplasmic reticulum protein 44,ERP44,http://diseases.jensenlab.org/Search?query=ERP44,1
641,ERRFI1,https://www.snpedia.com/index.php/ERRFI1,ERBB receptor feedback inhibitor 1,ERRFI1,http://diseases.jensenlab.org/Search?query=ERRFI1,0
642,ESCO2,https://www.snpedia.com/index.php/ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,ESCO2,http://diseases.jensenlab.org/Search?query=ESCO2,29
643,ESPN,https://www.snpedia.com/index.php/ESPN,espin,ESPN,http://diseases.jensenlab.org/Search?query=ESPN,3
644,ESR1,https://www.snpedia.com/index.php/ESR1,estrogen receptor 1,ESR1,http://diseases.jensenlab.org/Search?query=ESR1,96
645,ESRRB,https://www.snpedia.com/index.php/ESRRB,estrogen-related receptor beta,ESRRB,http://diseases.jensenlab.org/Search?query=ESRRB,12
646,EXO1,https://www.snpedia.com/index.php/EXO1,exonuclease 1,EXO1,http://diseases.jensenlab.org/Search?query=EXO1,12
647,EXOC2,https://www.snpedia.com/index.php/EXOC2,exocyst complex component 2,EXOC2,http://diseases.jensenlab.org/Search?query=EXOC2,5
648,EYA1,https://www.snpedia.com/index.php/EYA1,eyes absent homolog 1 (Drosophila),EYA1,http://diseases.jensenlab.org/Search?query=EYA1,33
649,EYA4,https://www.snpedia.com/index.php/EYA4,eyes absent homolog 4 (Drosophila),EYA4,http://diseases.jensenlab.org/Search?query=EYA4,10
650,EZH2,https://www.snpedia.com/index.php/EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,EZH2,http://diseases.jensenlab.org/Search?query=EZH2,30
651,F11,https://www.snpedia.com/index.php/F11,null,F11,http://diseases.jensenlab.org/Search?query=F11,71
652,F12,https://www.snpedia.com/index.php/F12,null,F12,http://diseases.jensenlab.org/Search?query=F12,11
653,F2,https://www.snpedia.com/index.php/F2,null,F2,http://diseases.jensenlab.org/Search?query=F2,19
654,F2R,https://www.snpedia.com/index.php/F2R,null,F2R,http://diseases.jensenlab.org/Search?query=F2R,10
655,F5,https://www.snpedia.com/index.php/F5,null,F5,http://diseases.jensenlab.org/Search?query=F5,32
656,F8,https://www.snpedia.com/index.php/F8,"coagulation factor VIII, procoagulant component",F8,http://diseases.jensenlab.org/Search?query=F8,252
657,F9,https://www.snpedia.com/index.php/F9,coagulation factor IX,F9,http://diseases.jensenlab.org/Search?query=F9,81
658,FA2H,https://www.snpedia.com/index.php/FA2H,null,FA2H,http://diseases.jensenlab.org/Search?query=FA2H,14
659,FAAH,https://www.snpedia.com/index.php/FAAH,fatty acid amide hydrolase,FAAH,http://diseases.jensenlab.org/Search?query=FAAH,6
660,FABP2,https://www.snpedia.com/index.php/FABP2,null,FABP2,http://diseases.jensenlab.org/Search?query=FABP2,4
661,FABP7,https://www.snpedia.com/index.php/FABP7,null,FABP7,http://diseases.jensenlab.org/Search?query=FABP7,2
662,FADS1,https://www.snpedia.com/index.php/FADS1,fatty acid desaturase 1,FADS1,http://diseases.jensenlab.org/Search?query=FADS1,13
663,FADS2,https://www.snpedia.com/index.php/FADS2,fatty acid desaturase 2,FADS2,http://diseases.jensenlab.org/Search?query=FADS2,24
664,FADS3,https://www.snpedia.com/index.php/FADS3,fatty acid desaturase 3,FADS3,http://diseases.jensenlab.org/Search?query=FADS3,3
665,FAH,https://www.snpedia.com/index.php/FAH,null,FAH,http://diseases.jensenlab.org/Search?query=FAH,42
666,FAKE1,https://www.snpedia.com/index.php/FAKE1,fake binding protein synthase solute carrier domain 1,FAKE1,http://diseases.jensenlab.org/Search?query=FAKE1,1
667,FAM13A,https://www.snpedia.com/index.php/FAM13A,null,FAM13A,http://diseases.jensenlab.org/Search?query=FAM13A,14
668,FAM155E,https://www.snpedia.com/index.php/FAM155E,null,FAM155E,http://diseases.jensenlab.org/Search?query=FAM155E,0
669,FAM177B,https://www.snpedia.com/index.php/FAM177B,"family with sequence similarity 177, member B",FAM177B,http://diseases.jensenlab.org/Search?query=FAM177B,1
670,FAM20A,https://www.snpedia.com/index.php/FAM20A,null,FAM20A,http://diseases.jensenlab.org/Search?query=FAM20A,9
671,FAM71F1,https://www.snpedia.com/index.php/FAM71F1,"family with sequence similarity 71, member F1",FAM71F1,http://diseases.jensenlab.org/Search?query=FAM71F1,1
672,FAM73A,https://www.snpedia.com/index.php/FAM73A,null,FAM73A,http://diseases.jensenlab.org/Search?query=FAM73A,1
673,FAM98B,https://www.snpedia.com/index.php/FAM98B,"family with sequence similarity 98, member B",FAM98B,http://diseases.jensenlab.org/Search?query=FAM98B,1
674,FANCC,https://www.snpedia.com/index.php/FANCC,null,FANCC,http://diseases.jensenlab.org/Search?query=FANCC,60
675,FANCM,https://www.snpedia.com/index.php/FANCM,"Fanconi anemia, complementation group M",FANCM,http://diseases.jensenlab.org/Search?query=FANCM,16
676,FASTKD2,https://www.snpedia.com/index.php/FASTKD2,FAST kinase domains 2,FASTKD2,http://diseases.jensenlab.org/Search?query=FASTKD2,8
677,FAT3,https://www.snpedia.com/index.php/FAT3,FAT atypical cadherin 3,FAT3,http://diseases.jensenlab.org/Search?query=FAT3,1
678,FBN1,https://www.snpedia.com/index.php/FBN1,fibrillin 1,FBN1,http://diseases.jensenlab.org/Search?query=FBN1,686
679,FBXL3,https://www.snpedia.com/index.php/FBXL3,null,FBXL3,http://diseases.jensenlab.org/Search?query=FBXL3,41
680,FBXW8,https://www.snpedia.com/index.php/FBXW8,F-box and WD repeat domain containing 8,FBXW8,http://diseases.jensenlab.org/Search?query=FBXW8,0
681,FCER1A,https://www.snpedia.com/index.php/FCER1A,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide",FCER1A,http://diseases.jensenlab.org/Search?query=FCER1A,13
682,FCGR2A,https://www.snpedia.com/index.php/FCGR2A,"Fc fragment of IgG, low affinity IIa, receptor (CD32)",FCGR2A,http://diseases.jensenlab.org/Search?query=FCGR2A,4
683,FCGR2B,https://www.snpedia.com/index.php/FCGR2B,"Fc fragment of IgG, low affinity IIb, receptor (CD32)",FCGR2B,http://diseases.jensenlab.org/Search?query=FCGR2B,3
684,FCGR3A,https://www.snpedia.com/index.php/FCGR3A,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a)",FCGR3A,http://diseases.jensenlab.org/Search?query=FCGR3A,5
685,FECH,https://www.snpedia.com/index.php/FECH,ferrochelatase,FECH,http://diseases.jensenlab.org/Search?query=FECH,21
686,FER,https://www.snpedia.com/index.php/FER,fer (fps/fes related) tyrosine kinase,FER,http://diseases.jensenlab.org/Search?query=FER,7
687,FERMT1,https://www.snpedia.com/index.php/FERMT1,fermitin family member 1,FERMT1,http://diseases.jensenlab.org/Search?query=FERMT1,22
688,FGF1,https://www.snpedia.com/index.php/FGF1,fibroblast growth factor 1 (acidic),FGF1,http://diseases.jensenlab.org/Search?query=FGF1,2
689,FGF10,https://www.snpedia.com/index.php/FGF10,fibroblast growth factor 10,FGF10,http://diseases.jensenlab.org/Search?query=FGF10,15
690,FGF12,https://www.snpedia.com/index.php/FGF12,null,FGF12,http://diseases.jensenlab.org/Search?query=FGF12,7
691,FGF14,https://www.snpedia.com/index.php/FGF14,fibroblast growth factor 14,FGF14,http://diseases.jensenlab.org/Search?query=FGF14,6
692,FGF21,https://www.snpedia.com/index.php/FGF21,fibroblast growth factor 21,FGF21,http://diseases.jensenlab.org/Search?query=FGF21,4
693,FGF23,https://www.snpedia.com/index.php/FGF23,null,FGF23,http://diseases.jensenlab.org/Search?query=FGF23,18
694,FGFR2,https://www.snpedia.com/index.php/FGFR2,null,FGFR2,http://diseases.jensenlab.org/Search?query=FGFR2,99
695,FGFR3,https://www.snpedia.com/index.php/FGFR3,fibroblast growth factor receptor 3,FGFR3,http://diseases.jensenlab.org/Search?query=FGFR3,57
696,FGFR3P1,https://www.snpedia.com/index.php/FGFR3P1,null,FGFR3P1,http://diseases.jensenlab.org/Search?query=FGFR3P1,2
697,FGFR4,https://www.snpedia.com/index.php/FGFR4,null,FGFR4,http://diseases.jensenlab.org/Search?query=FGFR4,14
698,FGG,https://www.snpedia.com/index.php/FGG,fibrinogen gamma chain,FGG,http://diseases.jensenlab.org/Search?query=FGG,21
699,FKBP5,https://www.snpedia.com/index.php/FKBP5,FK506 binding protein 5,FKBP5,http://diseases.jensenlab.org/Search?query=FKBP5,12
700,FKRP,https://www.snpedia.com/index.php/FKRP,fukutin related protein,FKRP,http://diseases.jensenlab.org/Search?query=FKRP,39
701,FLCN,https://www.snpedia.com/index.php/FLCN,null,FLCN,http://diseases.jensenlab.org/Search?query=FLCN,102
702,FLG,https://www.snpedia.com/index.php/FLG,filaggrin,FLG,http://diseases.jensenlab.org/Search?query=FLG,57
703,FLNB,https://www.snpedia.com/index.php/FLNB,null,FLNB,http://diseases.jensenlab.org/Search?query=FLNB,46
704,FLNC,https://www.snpedia.com/index.php/FLNC,null,FLNC,http://diseases.jensenlab.org/Search?query=FLNC,11
705,FMO2,https://www.snpedia.com/index.php/FMO2,flavin containing monooxygenase 2,FMO2,http://diseases.jensenlab.org/Search?query=FMO2,4
706,FMO3,https://www.snpedia.com/index.php/FMO3,flavin containing monooxygenase 3,FMO3,http://diseases.jensenlab.org/Search?query=FMO3,21
707,FMO5,https://www.snpedia.com/index.php/FMO5,flavin containing monooxygenase 5,FMO5,http://diseases.jensenlab.org/Search?query=FMO5,0
708,FMR1,https://www.snpedia.com/index.php/FMR1,fragile X mental retardation 1,FMR1,http://diseases.jensenlab.org/Search?query=FMR1,5
709,FN1,https://www.snpedia.com/index.php/FN1,null,FN1,http://diseases.jensenlab.org/Search?query=FN1,17
710,FOLR1,https://www.snpedia.com/index.php/FOLR1,folate receptor 1 (adult),FOLR1,http://diseases.jensenlab.org/Search?query=FOLR1,8
711,FOLR2,https://www.snpedia.com/index.php/FOLR2,folate receptor 2 (fetal),FOLR2,http://diseases.jensenlab.org/Search?query=FOLR2,2
712,FOLR3,https://www.snpedia.com/index.php/FOLR3,folate receptor 3 (gamma),FOLR3,http://diseases.jensenlab.org/Search?query=FOLR3,4
713,FOS,https://www.snpedia.com/index.php/FOS,null,FOS,http://diseases.jensenlab.org/Search?query=FOS,2
714,FOSL2,https://www.snpedia.com/index.php/FOSL2,null,FOSL2,http://diseases.jensenlab.org/Search?query=FOSL2,1
715,FOXC1,https://www.snpedia.com/index.php/FOXC1,forkhead box C1,FOXC1,http://diseases.jensenlab.org/Search?query=FOXC1,31
716,FOXE1,https://www.snpedia.com/index.php/FOXE1,forkhead box E1,FOXE1,http://diseases.jensenlab.org/Search?query=FOXE1,13
717,FOXI1,https://www.snpedia.com/index.php/FOXI1,forkhead box I1,FOXI1,http://diseases.jensenlab.org/Search?query=FOXI1,2
718,FOXO1,https://www.snpedia.com/index.php/FOXO1,forkhead box O1,FOXO1,http://diseases.jensenlab.org/Search?query=FOXO1,9
719,FOXO3,https://www.snpedia.com/index.php/FOXO3,forkhead box O3,FOXO3,http://diseases.jensenlab.org/Search?query=FOXO3,15
720,FOXP1,https://www.snpedia.com/index.php/FOXP1,forkhead box P1,FOXP1,http://diseases.jensenlab.org/Search?query=FOXP1,29
721,FOXP2,https://www.snpedia.com/index.php/FOXP2,forkhead box P2,FOXP2,http://diseases.jensenlab.org/Search?query=FOXP2,18
722,FOXP3,https://www.snpedia.com/index.php/FOXP3,forkhead box P3,FOXP3,http://diseases.jensenlab.org/Search?query=FOXP3,28
723,FPR1,https://www.snpedia.com/index.php/FPR1,formyl peptide receptor 1,FPR1,http://diseases.jensenlab.org/Search?query=FPR1,3
724,FRRS1L,https://www.snpedia.com/index.php/FRRS1L,null,FRRS1L,http://diseases.jensenlab.org/Search?query=FRRS1L,4
725,FSHR,https://www.snpedia.com/index.php/FSHR,follicle stimulating hormone receptor,FSHR,http://diseases.jensenlab.org/Search?query=FSHR,26
726,FSIP1,https://www.snpedia.com/index.php/FSIP1,fibrous sheath interacting protein 1,FSIP1,http://diseases.jensenlab.org/Search?query=FSIP1,2
727,FSIP2,https://www.snpedia.com/index.php/FSIP2,null,FSIP2,http://diseases.jensenlab.org/Search?query=FSIP2,0
728,FTL,https://www.snpedia.com/index.php/FTL,"ferritin, light polypeptide",FTL,http://diseases.jensenlab.org/Search?query=FTL,18
729,FTO,https://www.snpedia.com/index.php/FTO,fat mass and obesity associated,FTO,http://diseases.jensenlab.org/Search?query=FTO,71
730,FUS,https://www.snpedia.com/index.php/FUS,fused in sarcoma,FUS,http://diseases.jensenlab.org/Search?query=FUS,24
731,FUT1,https://www.snpedia.com/index.php/FUT1,"fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)",FUT1,http://diseases.jensenlab.org/Search?query=FUT1,9
732,FUT2,https://www.snpedia.com/index.php/FUT2,fucosyltransferase 2 (secretor status included),FUT2,http://diseases.jensenlab.org/Search?query=FUT2,9
733,FUT3,https://www.snpedia.com/index.php/FUT3,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)",FUT3,http://diseases.jensenlab.org/Search?query=FUT3,3
734,FXN,https://www.snpedia.com/index.php/FXN,frataxin,FXN,http://diseases.jensenlab.org/Search?query=FXN,43
735,FXYD2,https://www.snpedia.com/index.php/FXYD2,FXYD domain containing ion transport regulator 2,FXYD2,http://diseases.jensenlab.org/Search?query=FXYD2,1
736,FYCO1,https://www.snpedia.com/index.php/FYCO1,FYVE and coiled-coil domain containing 1,FYCO1,http://diseases.jensenlab.org/Search?query=FYCO1,8
737,FZD4,https://www.snpedia.com/index.php/FZD4,frizzled class receptor 4,FZD4,http://diseases.jensenlab.org/Search?query=FZD4,32
738,FZD8,https://www.snpedia.com/index.php/FZD8,frizzled class receptor 8,FZD8,http://diseases.jensenlab.org/Search?query=FZD8,1
739,G6PC,https://www.snpedia.com/index.php/G6PC,null,G6PC,http://diseases.jensenlab.org/Search?query=G6PC,36
740,G6PD,https://www.snpedia.com/index.php/G6PD,null,G6PD,http://diseases.jensenlab.org/Search?query=G6PD,96
